Connected to Vehicle ECU Database
Automotive Telematics Gateway - Kafka Producer Ready
=== Automotive Telematics Gateway Started ===
Reading from Vehicle ECU Database...
Applying ISO 26262 Security Validation...
Streaming to Cloud Platform...
Processing 200 vehicle battery records...
Transmitted: NASA_BATTERY_2 - Health: 41.89%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 67.27%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.09%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 65.32%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 68.75%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 65.32%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.35%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 73.11%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.69%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.06%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.36%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.78%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.38%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.88%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.46%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.93%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.91%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.15%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.85%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.19%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.08%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.92%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.24%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.92%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.2%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.45%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.88%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.08%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 71.54%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.33%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.42%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.27%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.42%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.46%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.09%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.1%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.05%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.15%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.12%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.36%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78.21%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.24%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.28%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.1%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.42%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.61%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 67.96%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 63.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 62.2%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 65.74%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 69.09%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 71.2%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 74.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.98%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.71%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.61%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.14%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.34%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.41%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.45%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.39%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 71.06%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.74%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.29%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 74.91%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 80.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.85%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.49%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 71.33%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.08%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.47%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.43%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.35%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.93%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 72.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.01%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.45%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.32%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.29%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.4%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.12%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.29%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.88%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.51%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.24%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.29%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.2%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.89%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.03%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.93%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.58%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.74%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.47%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.8%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.49%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.08%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.11%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.69%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 74.19%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.64%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.67%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.94%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.16%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.42%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.99%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.22%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.24%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.81%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.2%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.8%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.91%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.76%, Alert: WARNING
Monitoring cycle 3/20 completed. Next check in 30 seconds...
Updated vehicle data - 779 records affected
Updated vehicle data - 779 records affected
Updated vehicle data - 779 records affected
Updated vehicle data - 243 records affected
Updated vehicle data - 313 records affected
Detected 2893 database changes - streaming updates...
Transmitted: NASA_BATTERY_5 - Health: 77.29%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.12%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.38%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.44%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.29%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.89%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.89%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.02%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.26%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.75%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.2%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.35%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.07%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.32%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.06%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.4%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.66%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.83%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.69%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.28%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.09%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.72%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.39%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.41%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.88%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.09%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.7%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.55%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.45%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.51%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.16%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.86%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.78%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.56%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.54%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.19%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.51%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.06%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.17%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.4%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.34%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.81%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.84%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.09%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.36%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.17%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.96%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.29%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.82%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.68%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.8%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.91%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.8%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.3%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.25%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.28%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.61%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.32%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.32%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.64%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.52%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.42%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.8%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.13%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.49%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.39%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.88%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.67%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.73%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.65%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.23%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.3%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.12%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.56%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.63%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.13%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.17%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.78%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.38%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.58%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.79%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.63%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.9%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.35%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.69%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.25%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.73%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.98%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.19%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.37%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.63%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.72%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.43%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.84%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.42%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.99%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.1%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.52%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.72%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.99%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.11%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.19%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.86%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.41%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.61%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.24%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.58%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.25%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.19%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.03%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.61%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.89%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.28%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.8%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.1%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.36%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.45%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.64%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.31%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.12%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.05%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.68%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.31%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.68%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.21%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.27%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.59%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.34%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.51%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.65%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.47%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.55%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.99%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.56%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.23%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.44%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.09%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.95%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.87%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.59%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.8%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.4%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.41%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.36%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.22%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.5%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.28%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.2%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.53%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.9%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.12%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.86%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.3%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.71%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.6%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.29%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.15%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.96%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.93%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.13%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.86%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.46%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.66%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.3%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.41%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.93%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.64%, Alert: CRITICAL
